group1,group2,label1,label2,n,n_at_least_1_event,median_los,p10,p25,p75,p90
any_eligibility,ageband13,TRUE,80-84,392,120,5,1,3,7,8
any_eligibility,ageband13,TRUE,75-79,649,193,5,1.2000000000000028,3,8,9
any_eligibility,ageband13,TRUE,65-69,1231,372,5,1,3,7,8
any_eligibility,ageband13,TRUE,30-39,135,43,5,2,3,8,9
any_eligibility,ageband13,TRUE,85-89,207,75,5,1,3,7.5,9
any_eligibility,ageband13,TRUE,90-104,163,51,4,2,3,6,8
any_eligibility,ageband13,TRUE,40-49,355,101,4,1,3,7,8
any_eligibility,ageband13,TRUE,18-29,27,9,5,1,2,6,7.399999999999999
any_eligibility,ageband13,TRUE,12-17,1,1,7,7,7,7,7
any_eligibility,sex,TRUE,Female,2571,791,5,1,3,7,9
any_eligibility,sex,TRUE,Male,2361,734,5,1,3,7,9
any_eligibility,ethnicity5,TRUE,White,2691,816,5,1,3,7,9
any_eligibility,ethnicity5,TRUE,(Missing),475,153,5,1,3,7,8
any_eligibility,ethnicity5,TRUE,Mixed,441,150,5,1,3,7,9
any_eligibility,ethnicity5,TRUE,Chinese or Other Ethnic Groups,456,138,5,1,3.25,7,8.299999999999997
any_eligibility,ethnicity5,TRUE,Asian or Asian British,424,122,4.5,1,3,7,8
any_eligibility,ethnicity5,TRUE,Black or Black British,445,146,5,1,3,7,8
any_eligibility,region,TRUE,North East and Yorkshire,2495,744,5,1,3,7,9
any_eligibility,region,TRUE,North West,989,314,5,2,3,7,9
any_eligibility,region,TRUE,South East,241,76,5,1,3,7,8.5
any_eligibility,region,TRUE,Midlands,504,175,5,1,2,7,8
any_eligibility,region,TRUE,London,238,79,5,1,3,7,9
any_eligibility,region,TRUE,East of England,228,70,5,1,2,7,9
any_eligibility,region,TRUE,South West,237,67,5,1,3,6,8
any_eligibility,imd_quintile,TRUE,2,1016,336,5,2,3,7,9
any_eligibility,imd_quintile,TRUE,1 (most deprived),917,264,5,1.3000000000000007,3,7,9
any_eligibility,imd_quintile,TRUE,3,978,289,5,1,2,7,8
any_eligibility,imd_quintile,TRUE,4,903,269,5,1,3,7,9
any_eligibility,imd_quintile,TRUE,5 (least deprived),878,298,5,1,3,7,8
any_eligibility,imd_quintile,TRUE,(Missing),240,69,6,2,3,8,9
any_eligibility,carehome_status,TRUE,FALSE,4201,1300,5,1,3,7,9
any_eligibility,carehome_status,TRUE,TRUE,731,225,5,1,3,7,8
any_eligibility,primis_atrisk,TRUE,TRUE,1999,635,5,1,3,7,9
any_eligibility,primis_atrisk,TRUE,FALSE,2933,890,5,1,3,7,9
any_eligibility,crd,TRUE,TRUE,198,72,5,2,3,7,8
any_eligibility,crd,TRUE,FALSE,4734,1453,5,1,3,7,9
any_eligibility,chd,TRUE,FALSE,4738,1457,5,1,3,7,9
any_eligibility,chd,TRUE,TRUE,194,68,5.5,1,3,7,9
any_eligibility,ckd,TRUE,FALSE,4724,1457,5,1,3,7,9
any_eligibility,ckd,TRUE,TRUE,208,68,5,2,3,7,9
any_eligibility,cld,TRUE,FALSE,4736,1465,5,1,3,7,9
any_eligibility,cld,TRUE,TRUE,196,60,5,1,3,7,8
any_eligibility,cns_learndis,TRUE,FALSE,4554,1421,5,1,3,7,9
any_eligibility,cns_learndis,TRUE,TRUE,378,104,5,1,3,7,8
any_eligibility,diabetes,TRUE,FALSE,4724,1468,5,1,3,7,9
any_eligibility,diabetes,TRUE,TRUE,208,57,6,2.6000000000000005,4,8,9
any_eligibility,immunosuppressed,TRUE,FALSE,4710,1446,5,1,3,7,9
any_eligibility,immunosuppressed,TRUE,TRUE,222,79,5,1,3,7,9
any_eligibility,asplenia,TRUE,FALSE,4747,1467,5,1,3,7,9
any_eligibility,asplenia,TRUE,TRUE,185,58,5,1,3,7.75,9
any_eligibility,severe_obesity,TRUE,FALSE,4714,1461,5,1,3,7,9
any_eligibility,severe_obesity,TRUE,TRUE,218,64,5,1,3,6.25,8
any_eligibility,smi,TRUE,FALSE,4738,1450,5,1,3,7,9
any_eligibility,smi,TRUE,TRUE,194,75,6,1,3,8,8.600000000000009
any_eligibility,ckd_rrt,TRUE,Stage 3,308,88,5,1,3,7,8
any_eligibility,ckd_rrt,TRUE,No CKD or RRT,4389,1364,5,1,3,7,9
any_eligibility,ckd_rrt,TRUE,Stage 4,106,40,4,2,3,7,8
any_eligibility,ckd_rrt,TRUE,RRT (transplant),39,5,2,1.4,2,6,7.199999999999999
any_eligibility,ckd_rrt,TRUE,RRT (dialysis),39,10,5,1,2.25,8.5,9
any_eligibility,ckd_rrt,TRUE,Stage 5,51,18,3.5,1,1.25,5.75,6.300000000000001
any_eligibility,copd,TRUE,FALSE,4818,1490,5,1,3,7,9
any_eligibility,copd,TRUE,TRUE,114,35,5,2,3,8,8.600000000000001
any_eligibility,learndis_cat,TRUE,(Missing),3970,1234,5,1,3,7,9
any_eligibility,learndis_cat,TRUE,Learning disability register,243,80,4.5,1,3,7,9
any_eligibility,learndis_cat,TRUE,Other learning disability,487,138,6,2,3,7,9
any_eligibility,learndis_cat,TRUE,Down's syndrome,232,73,5,1.1999999999999993,2,7,8
any_eligibility,sickle_cell_asplenia,TRUE,FALSE,4651,1440,5,1,3,7,9
any_eligibility,sickle_cell_asplenia,TRUE,TRUE,281,85,5,1.4000000000000004,3,8,9
any_eligibility,cirrhosis,TRUE,FALSE,4831,1493,5,1,3,7,9
any_eligibility,cirrhosis,TRUE,TRUE,101,32,5,1.0999999999999996,3,7.25,8.900000000000002
any_eligibility,cochlear_implant,TRUE,FALSE,4828,1487,5,1,3,7,9
any_eligibility,cochlear_implant,TRUE,TRUE,104,38,4,1,3,7,8
any_eligibility,cystic_fibrosis,TRUE,FALSE,4816,1491,5,1,3,7,9
any_eligibility,cystic_fibrosis,TRUE,TRUE,116,34,4,1.3000000000000007,3,6,8
any_eligibility,csfl,TRUE,FALSE,4846,1498,5,1,3,7,9
any_eligibility,csfl,TRUE,TRUE,86,27,5,3,3.5,8,8.400000000000002
any_eligibility,homeless,TRUE,FALSE,4829,1495,5,1,3,7,9
any_eligibility,homeless,TRUE,TRUE,103,30,3,1,2,4,8.100000000000001
age_above_eligiblity_threshold,all,FALSE,All,1340,417,5,1,3,7,9
age_above_eligiblity_threshold,all,TRUE,All,3592,1108,5,1,3,7,9
age_above_eligiblity_threshold,ageband4,FALSE,50-64,822,263,5,1,3,7,9
age_above_eligiblity_threshold,ageband4,FALSE,12-49,518,154,5,1,3,7,9
age_above_eligiblity_threshold,ageband4,TRUE,65-74,2181,669,5,1,3,7,8.200000000000045
age_above_eligiblity_threshold,ageband4,TRUE,75-104,1411,439,5,1,3,7,9
age_above_eligiblity_threshold,ageband13,FALSE,55-59,274,95,5,1,3,7,9
age_above_eligiblity_threshold,ageband13,FALSE,60-64,303,97,4,1,3,6,8
age_above_eligiblity_threshold,ageband13,FALSE,50-54,245,71,6,1,3,7,9
age_above_eligiblity_threshold,ageband13,FALSE,30-39,135,43,5,2,3,8,9
age_above_eligiblity_threshold,ageband13,FALSE,40-49,355,101,4,1,3,7,8
age_above_eligiblity_threshold,ageband13,FALSE,18-29,27,9,5,1,2,6,7.399999999999999
age_above_eligiblity_threshold,ageband13,FALSE,12-17,1,1,7,7,7,7,7
age_above_eligiblity_threshold,ageband13,TRUE,70-74,950,297,5,1,3,7,9
age_above_eligiblity_threshold,ageband13,TRUE,80-84,392,120,5,1,3,7,8
age_above_eligiblity_threshold,ageband13,TRUE,75-79,649,193,5,1.2000000000000028,3,8,9
age_above_eligiblity_threshold,ageband13,TRUE,65-69,1231,372,5,1,3,7,8
age_above_eligiblity_threshold,ageband13,TRUE,85-89,207,75,5,1,3,7.5,9
age_above_eligiblity_threshold,ageband13,TRUE,90-104,163,51,4,2,3,6,8
age_above_eligiblity_threshold,sex,FALSE,Female,706,224,5,1,3,7,9
age_above_eligiblity_threshold,sex,FALSE,Male,634,193,5,1.2000000000000028,3,7,9
age_above_eligiblity_threshold,sex,TRUE,Female,1865,567,5,2,3,7,9
age_above_eligiblity_threshold,sex,TRUE,Male,1727,541,5,1,3,7,9
age_above_eligiblity_threshold,ethnicity5,FALSE,White,766,242,5,1,3,7,9
age_above_eligiblity_threshold,ethnicity5,FALSE,Mixed,116,41,5,1,3,7,8
age_above_eligiblity_threshold,ethnicity5,FALSE,(Missing),132,41,6,2,3,8,9
age_above_eligiblity_threshold,ethnicity5,FALSE,Asian or Asian British,118,31,5,1,3,6,8
age_above_eligiblity_threshold,ethnicity5,FALSE,Chinese or Other Ethnic Groups,93,27,5,1,3.5,6,8.400000000000002
age_above_eligiblity_threshold,ethnicity5,FALSE,Black or Black British,115,35,4,1.4000000000000004,2,7,8.600000000000001
age_above_eligiblity_threshold,ethnicity5,TRUE,(Missing),343,112,4,1,2,7,8
age_above_eligiblity_threshold,ethnicity5,TRUE,Chinese or Other Ethnic Groups,363,111,5,1,3.5,7,8
age_above_eligiblity_threshold,ethnicity5,TRUE,White,1925,574,5,2,3,7,9
age_above_eligiblity_threshold,ethnicity5,TRUE,Asian or Asian British,306,91,4,1,3,7,9
age_above_eligiblity_threshold,ethnicity5,TRUE,Mixed,325,109,5,1,3,7,9
age_above_eligiblity_threshold,ethnicity5,TRUE,Black or Black British,330,111,5,1,3,7,8
age_above_eligiblity_threshold,region,FALSE,North East and Yorkshire,681,203,5,1,3,7,9
age_above_eligiblity_threshold,region,FALSE,North West,268,94,5,2,3,8,9
age_above_eligiblity_threshold,region,FALSE,South East,71,18,6,3,3.5,7.75,8
age_above_eligiblity_threshold,region,FALSE,Midlands,135,44,4,2,2.75,7,8.700000000000003
age_above_eligiblity_threshold,region,FALSE,East of England,55,13,6,2,3,8,8.8
age_above_eligiblity_threshold,region,FALSE,London,63,24,4.5,1.3000000000000003,3,6.25,7.699999999999999
age_above_eligiblity_threshold,region,FALSE,South West,67,21,5,1,2,6,6
age_above_eligiblity_threshold,region,TRUE,North West,721,220,5,2,3,7,9
age_above_eligiblity_threshold,region,TRUE,North East and Yorkshire,1814,541,5,1,3,7,9
age_above_eligiblity_threshold,region,TRUE,Midlands,369,131,5,1,2,7,8
age_above_eligiblity_threshold,region,TRUE,London,175,55,6,1.4000000000000004,3,7,9
age_above_eligiblity_threshold,region,TRUE,East of England,173,57,5,1,2,7,8.399999999999999
age_above_eligiblity_threshold,region,TRUE,South East,170,58,5,1,3,7,9
age_above_eligiblity_threshold,region,TRUE,South West,170,46,4.5,2,3,6.75,8
age_above_eligiblity_threshold,imd_quintile,FALSE,2,280,91,5,1,3,7,9
age_above_eligiblity_threshold,imd_quintile,FALSE,1 (most deprived),262,80,5,1,3,8,8.100000000000009
age_above_eligiblity_threshold,imd_quintile,FALSE,3,249,74,5,1,3,7,9
age_above_eligiblity_threshold,imd_quintile,FALSE,4,253,76,5,2,3,7,8.5
age_above_eligiblity_threshold,imd_quintile,FALSE,5 (least deprived),242,78,5,1,3,7,8
age_above_eligiblity_threshold,imd_quintile,FALSE,(Missing),54,18,6,1,2.5,8,9
age_above_eligiblity_threshold,imd_quintile,TRUE,2,736,245,5,2,3,7,9
age_above_eligiblity_threshold,imd_quintile,TRUE,3,729,215,5,1,2,7,8
age_above_eligiblity_threshold,imd_quintile,TRUE,4,650,193,5,1,3,7,9
age_above_eligiblity_threshold,imd_quintile,TRUE,5 (least deprived),636,220,5,1,3,7,8
age_above_eligiblity_threshold,imd_quintile,TRUE,1 (most deprived),655,184,5,2,3,7,9
age_above_eligiblity_threshold,imd_quintile,TRUE,(Missing),186,51,6,2,3.5,7.5,9
age_above_eligiblity_threshold,carehome_status,FALSE,FALSE,1279,402,5,1,3,7,9
age_above_eligiblity_threshold,carehome_status,FALSE,TRUE,61,15,5,2,2,7,8.6
age_above_eligiblity_threshold,carehome_status,TRUE,FALSE,2922,898,5,1,3,7,9
age_above_eligiblity_threshold,carehome_status,TRUE,TRUE,670,210,5,1,3,7,8
age_above_eligiblity_threshold,primis_atrisk,FALSE,TRUE,1298,408,5,1,3,7,9
age_above_eligiblity_threshold,primis_atrisk,FALSE,FALSE,42,9,3,1.8,2,5,5.399999999999999
age_above_eligiblity_threshold,primis_atrisk,TRUE,FALSE,2891,881,5,1,3,7,9
age_above_eligiblity_threshold,primis_atrisk,TRUE,TRUE,701,227,5,2,3,7,9
age_above_eligiblity_threshold,crd,FALSE,TRUE,127,43,4,2,3,7,8
age_above_eligiblity_threshold,crd,FALSE,FALSE,1213,374,5,1,3,7,9
age_above_eligiblity_threshold,crd,TRUE,FALSE,3521,1079,5,1,3,7,9
age_above_eligiblity_threshold,crd,TRUE,TRUE,71,29,5,1.8000000000000003,3,7,8
age_above_eligiblity_threshold,chd,FALSE,FALSE,1219,371,5,1,3,7,9
age_above_eligiblity_threshold,chd,FALSE,TRUE,121,46,5,1,3,7,8.5
age_above_eligiblity_threshold,chd,TRUE,FALSE,3519,1086,5,1,3,7,9
age_above_eligiblity_threshold,chd,TRUE,TRUE,73,22,6,1.1,3,7.75,9
age_above_eligiblity_threshold,ckd,FALSE,FALSE,1218,379,5,1,3,7,9
age_above_eligiblity_threshold,ckd,FALSE,TRUE,122,38,5,2.7,3,7,8
age_above_eligiblity_threshold,ckd,TRUE,FALSE,3506,1078,5,1,3,7,9
age_above_eligiblity_threshold,ckd,TRUE,TRUE,86,30,6,2,4,7.75,9
age_above_eligiblity_threshold,cld,FALSE,FALSE,1198,373,5,1,3,7,9
age_above_eligiblity_threshold,cld,FALSE,TRUE,142,44,5,1.2999999999999998,3,7,8
age_above_eligiblity_threshold,cld,TRUE,FALSE,3538,1092,5,1,3,7,9
age_above_eligiblity_threshold,cld,TRUE,TRUE,54,16,5.5,1.5,2,7,7
age_above_eligiblity_threshold,cns_learndis,FALSE,FALSE,1102,348,5,1,3,7,9
age_above_eligiblity_threshold,cns_learndis,FALSE,TRUE,238,69,5,1,3,7,8.200000000000003
age_above_eligiblity_threshold,cns_learndis,TRUE,FALSE,3452,1073,5,1,3,7,9
age_above_eligiblity_threshold,cns_learndis,TRUE,TRUE,140,35,4,1,2,6,8
age_above_eligiblity_threshold,diabetes,FALSE,FALSE,1208,384,5,1,3,7,8.699999999999989
age_above_eligiblity_threshold,diabetes,FALSE,TRUE,132,33,6,2.2,4,8,9
age_above_eligiblity_threshold,diabetes,TRUE,FALSE,3516,1084,5,1,3,7,9
age_above_eligiblity_threshold,diabetes,TRUE,TRUE,76,24,7,3,4,7.25,8
age_above_eligiblity_threshold,immunosuppressed,FALSE,FALSE,1194,368,5,1,3,7,9
age_above_eligiblity_threshold,immunosuppressed,FALSE,TRUE,146,49,5,1,3,6,8
age_above_eligiblity_threshold,immunosuppressed,TRUE,FALSE,3516,1078,5,1,3,7,9
age_above_eligiblity_threshold,immunosuppressed,TRUE,TRUE,76,30,5,1.9000000000000004,4,8,9
age_above_eligiblity_threshold,asplenia,FALSE,FALSE,1214,378,5,1,3,7,9
age_above_eligiblity_threshold,asplenia,FALSE,TRUE,126,39,5,1,2.5,7,9
age_above_eligiblity_threshold,asplenia,TRUE,FALSE,3533,1089,5,1,3,7,9
age_above_eligiblity_threshold,asplenia,TRUE,TRUE,59,19,5,2.8,3,8,9
age_above_eligiblity_threshold,severe_obesity,FALSE,FALSE,1192,374,5,1,3,7,9
age_above_eligiblity_threshold,severe_obesity,FALSE,TRUE,148,43,4,1,3,7,8
age_above_eligiblity_threshold,severe_obesity,TRUE,FALSE,3522,1087,5,1,3,7,9
age_above_eligiblity_threshold,severe_obesity,TRUE,TRUE,70,21,5,3,4,6,7
age_above_eligiblity_threshold,smi,FALSE,FALSE,1211,366,5,1,3,7,9
age_above_eligiblity_threshold,smi,FALSE,TRUE,129,51,5,1,2,8,9
age_above_eligiblity_threshold,smi,TRUE,FALSE,3527,1084,5,1,3,7,9
age_above_eligiblity_threshold,smi,TRUE,TRUE,65,24,6.5,2.3000000000000003,3,7,8
age_above_eligiblity_threshold,ckd_rrt,FALSE,Stage 3,89,28,4,1,3,6.25,8.3
age_above_eligiblity_threshold,ckd_rrt,FALSE,No CKD or RRT,1179,369,5,1,3,7,9
age_above_eligiblity_threshold,ckd_rrt,FALSE,RRT (transplant),16,2,4,2.4000000000000004,3,5,5.6
age_above_eligiblity_threshold,ckd_rrt,FALSE,Stage 5,16,6,4,1.5,2.5,4.75,5.5
age_above_eligiblity_threshold,ckd_rrt,FALSE,Stage 4,26,8,3,1,1.75,6.25,7.3
age_above_eligiblity_threshold,ckd_rrt,FALSE,RRT (dialysis),14,4,3.5,1.3,1.75,5,5
age_above_eligiblity_threshold,ckd_rrt,TRUE,No CKD or RRT,3210,995,5,1,3,7,9
age_above_eligiblity_threshold,ckd_rrt,TRUE,Stage 3,219,60,5,2,3.75,7,8
age_above_eligiblity_threshold,ckd_rrt,TRUE,Stage 4,80,32,4,2.0999999999999996,3,7,8
age_above_eligiblity_threshold,ckd_rrt,TRUE,RRT (dialysis),25,6,8,2,4,9,9
age_above_eligiblity_threshold,ckd_rrt,TRUE,Stage 5,35,12,2.5,1,1,6,6.9
age_above_eligiblity_threshold,ckd_rrt,TRUE,RRT (transplant),23,3,2,1.2,1.5,5,6.799999999999999
age_above_eligiblity_threshold,copd,FALSE,FALSE,1310,406,5,1,3,7,9
age_above_eligiblity_threshold,copd,FALSE,TRUE,30,11,5,3,3,7,8
age_above_eligiblity_threshold,copd,TRUE,FALSE,3508,1084,5,1,3,7,9
age_above_eligiblity_threshold,copd,TRUE,TRUE,84,24,5.5,2,3,8,8.7
age_above_eligiblity_threshold,learndis_cat,FALSE,(Missing),1087,336,5,1,3,7,8
age_above_eligiblity_threshold,learndis_cat,FALSE,Down's syndrome,67,20,6,1.9000000000000004,3,7.25,8.100000000000001
age_above_eligiblity_threshold,learndis_cat,FALSE,Learning disability register,65,21,5,2,4,9,9
age_above_eligiblity_threshold,learndis_cat,FALSE,Other learning disability,121,40,6,1,3,8,9
age_above_eligiblity_threshold,learndis_cat,TRUE,Learning disability register,178,59,4,1,3,6,8
age_above_eligiblity_threshold,learndis_cat,TRUE,(Missing),2883,898,5,1,3,7,9
age_above_eligiblity_threshold,learndis_cat,TRUE,Other learning disability,366,98,6,2,3,7,9
age_above_eligiblity_threshold,learndis_cat,TRUE,Down's syndrome,165,53,5,1.2000000000000002,2,7,8
age_above_eligiblity_threshold,sickle_cell_asplenia,FALSE,FALSE,1182,368,5,1,3,7,9
age_above_eligiblity_threshold,sickle_cell_asplenia,FALSE,TRUE,158,49,5,1,2,7,9
age_above_eligiblity_threshold,sickle_cell_asplenia,TRUE,FALSE,3469,1072,5,1,3,7,9
age_above_eligiblity_threshold,sickle_cell_asplenia,TRUE,TRUE,123,36,4.5,2,3,8,8.5
age_above_eligiblity_threshold,cirrhosis,FALSE,FALSE,1316,413,5,1,3,7,9
age_above_eligiblity_threshold,cirrhosis,FALSE,TRUE,24,4,6.5,3.5999999999999996,4.5,8.25,8.7
age_above_eligiblity_threshold,cirrhosis,TRUE,FALSE,3515,1080,5,1,3,7,9
age_above_eligiblity_threshold,cirrhosis,TRUE,TRUE,77,28,5,1,3,7,8.3
age_above_eligiblity_threshold,cochlear_implant,FALSE,FALSE,1315,408,5,1,3,7,9
age_above_eligiblity_threshold,cochlear_implant,FALSE,TRUE,25,9,4,2.6000000000000005,3,6,7
age_above_eligiblity_threshold,cochlear_implant,TRUE,FALSE,3513,1079,5,1,3,7,9
age_above_eligiblity_threshold,cochlear_implant,TRUE,TRUE,79,29,4,1,2,8,8.2
age_above_eligiblity_threshold,cystic_fibrosis,FALSE,FALSE,1309,408,5,1,3,7,9
age_above_eligiblity_threshold,cystic_fibrosis,FALSE,TRUE,31,9,3,2,3,4,6
age_above_eligiblity_threshold,cystic_fibrosis,TRUE,FALSE,3507,1083,5,1,3,7,9
age_above_eligiblity_threshold,cystic_fibrosis,TRUE,TRUE,85,25,6,1,3,7,8.600000000000001
age_above_eligiblity_threshold,csfl,FALSE,FALSE,1319,409,5,1,3,7,9
age_above_eligiblity_threshold,csfl,FALSE,TRUE,21,8,8,3,4.5,8.25,9
age_above_eligiblity_threshold,csfl,TRUE,FALSE,3527,1089,5,1,3,7,9
age_above_eligiblity_threshold,csfl,TRUE,TRUE,65,19,4,2.5999999999999996,3.5,7,8
age_above_eligiblity_threshold,homeless,FALSE,FALSE,1303,408,5,1,3,7,9
age_above_eligiblity_threshold,homeless,FALSE,TRUE,37,9,3,1.8,2,8,9
age_above_eligiblity_threshold,homeless,TRUE,FALSE,3526,1087,5,1,3,7,9
age_above_eligiblity_threshold,homeless,TRUE,TRUE,66,21,3,1,1,4,6
clinical_priority,all,TRUE,All,1999,635,5,1,3,7,9
clinical_priority,all,FALSE,All,2933,890,5,1,3,7,9
clinical_priority,ageband4,TRUE,50-64,791,257,5,1,3,7,9
clinical_priority,ageband4,TRUE,65-74,429,141,6,2,3,7,9
clinical_priority,ageband4,TRUE,12-49,507,151,5,1,3,7,9
clinical_priority,ageband4,TRUE,75-104,272,86,5,1.5,3,7,8
clinical_priority,ageband4,FALSE,65-74,1752,528,5,1,3,7,8
clinical_priority,ageband4,FALSE,75-104,1139,353,5,1,3,7,9
clinical_priority,ageband4,FALSE,50-64,31,6,4,1.5,2.25,5,5
clinical_priority,ageband4,FALSE,12-49,11,3,3,2.2,2.5,5,6.199999999999999
clinical_priority,ageband13,TRUE,55-59,262,92,5,1,3,7,9
clinical_priority,ageband13,TRUE,60-64,291,96,4,1,3,6,8
clinical_priority,ageband13,TRUE,50-54,238,69,6,1,3,7,9
clinical_priority,ageband13,TRUE,65-69,238,79,5,1.8000000000000007,3.5,7,8
clinical_priority,ageband13,TRUE,30-39,133,42,5.5,2,3,8,9
clinical_priority,ageband13,TRUE,40-49,347,99,4,1,3,7,8
clinical_priority,ageband13,TRUE,75-79,127,42,5,2,3,7.75,8
clinical_priority,ageband13,TRUE,85-89,37,17,5,1,2,7,8
clinical_priority,ageband13,TRUE,80-84,78,19,5,1.7999999999999998,3.5,6,7
clinical_priority,ageband13,TRUE,90-104,30,8,5,2.4000000000000004,3.75,8,8.3
clinical_priority,ageband13,TRUE,70-74,191,62,6,2,3,8,9
clinical_priority,ageband13,TRUE,18-29,26,9,5,1,2,6,7.399999999999999
clinical_priority,ageband13,TRUE,12-17,1,1,7,7,7,7,7
clinical_priority,ageband13,FALSE,70-74,759,235,5,1,2,7,9
clinical_priority,ageband13,FALSE,80-84,314,101,5,1,3,7,8
clinical_priority,ageband13,FALSE,75-79,522,151,5,1,3,8,9
clinical_priority,ageband13,FALSE,65-69,993,293,5,1,3,7,8
clinical_priority,ageband13,FALSE,85-89,170,58,5.5,1.7000000000000002,3,7.75,9
clinical_priority,ageband13,FALSE,90-104,133,43,4,2,3,6,7.800000000000004
clinical_priority,ageband13,FALSE,60-64,12,1,1,1,1,1,1
clinical_priority,ageband13,FALSE,55-59,12,3,5,3.4000000000000004,4,5,5
clinical_priority,ageband13,FALSE,40-49,8,2,4.5,2.5000000000000004,3.25,5.75,6.499999999999999
clinical_priority,ageband13,FALSE,30-39,2,1,3,3,3,3,3
clinical_priority,ageband13,FALSE,50-54,7,2,3.5,2.3000000000000003,2.75,4.25,4.7
clinical_priority,ageband13,FALSE,18-29,1,0,NA,NA,NA,NA,NA
clinical_priority,sex,TRUE,Female,1062,352,5,1,3,7,9
clinical_priority,sex,TRUE,Male,937,283,5,1,3,7,9
clinical_priority,sex,FALSE,Female,1509,439,5,1,3,7,9
clinical_priority,sex,FALSE,Male,1424,451,5,1,2.5,7,8
clinical_priority,ethnicity5,TRUE,White,1143,363,5,1.2000000000000028,3,7,9
clinical_priority,ethnicity5,TRUE,Mixed,164,58,6,1.7000000000000002,3,7,8
clinical_priority,ethnicity5,TRUE,Asian or Asian British,172,47,4,1,3,6,8
clinical_priority,ethnicity5,TRUE,(Missing),187,63,6,2,3,7,9
clinical_priority,ethnicity5,TRUE,Chinese or Other Ethnic Groups,157,50,5,1,3.25,7,8.100000000000001
clinical_priority,ethnicity5,TRUE,Black or Black British,176,54,4,1,2,7,8.700000000000003
clinical_priority,ethnicity5,FALSE,(Missing),288,90,4,1,2.25,7,8
clinical_priority,ethnicity5,FALSE,Chinese or Other Ethnic Groups,299,88,5,1,3.75,7,8.299999999999997
clinical_priority,ethnicity5,FALSE,White,1548,453,5,1,3,7,9
clinical_priority,ethnicity5,FALSE,Mixed,277,92,5,1,2.75,7.25,9
clinical_priority,ethnicity5,FALSE,Black or Black British,269,92,5,2,3,7,8
clinical_priority,ethnicity5,FALSE,Asian or Asian British,252,75,5,2,3,7,9
clinical_priority,region,TRUE,North East and Yorkshire,1030,317,5,1,3,7,9
clinical_priority,region,TRUE,North West,402,138,5,2,3,8,9
clinical_priority,region,TRUE,South East,99,29,6,1.8000000000000003,3,7,8
clinical_priority,region,TRUE,Midlands,197,70,4,1,2,6,8
clinical_priority,region,TRUE,East of England,90,22,7,2,3.25,8,9
clinical_priority,region,TRUE,London,86,31,6,2,4,7,8
clinical_priority,region,TRUE,South West,95,28,4,1,2,6,6.300000000000001
clinical_priority,region,FALSE,North West,587,176,5,2,3,7,8
clinical_priority,region,FALSE,North East and Yorkshire,1465,427,5,1,3,7,8.400000000000034
clinical_priority,region,FALSE,London,152,48,5,1,3,7,9
clinical_priority,region,FALSE,East of England,138,48,4,1,2,6,8
clinical_priority,region,FALSE,South East,142,47,5,1,3,7,9
clinical_priority,region,FALSE,Midlands,307,105,5,2,2,7,8.600000000000009
clinical_priority,region,FALSE,South West,142,39,5,2,3,6.5,8
clinical_priority,imd_quintile,TRUE,2,422,148,5,2,3,7,9
clinical_priority,imd_quintile,TRUE,1 (most deprived),380,114,6,1.3000000000000007,3,8,8.700000000000003
clinical_priority,imd_quintile,TRUE,3,394,121,5,1,3,7,9
clinical_priority,imd_quintile,TRUE,4,364,107,5,2,3,7,8.400000000000006
clinical_priority,imd_quintile,TRUE,5 (least deprived),349,115,5,1,3,7,9
clinical_priority,imd_quintile,TRUE,(Missing),90,30,6.5,1.9000000000000004,4,8,9
clinical_priority,imd_quintile,FALSE,2,594,188,5,2,3,7.25,9
clinical_priority,imd_quintile,FALSE,3,584,168,5,1,2,7,8
clinical_priority,imd_quintile,FALSE,4,539,162,5,1,3,7,9
clinical_priority,imd_quintile,FALSE,5 (least deprived),529,183,5,1,3,7,8
clinical_priority,imd_quintile,FALSE,1 (most deprived),537,150,4,1.9000000000000004,3,7,9
clinical_priority,imd_quintile,FALSE,(Missing),150,39,6,2,3,7,8
clinical_priority,carehome_status,TRUE,FALSE,1848,587,5,1,3,7,9
clinical_priority,carehome_status,TRUE,TRUE,151,48,5.5,2,3,7,8.300000000000004
clinical_priority,carehome_status,FALSE,FALSE,2353,713,5,1,3,7,9
clinical_priority,carehome_status,FALSE,TRUE,580,177,5,1,3,7,8
clinical_priority,primis_atrisk,TRUE,TRUE,1999,635,5,1,3,7,9
clinical_priority,primis_atrisk,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,crd,TRUE,TRUE,198,72,5,2,3,7,8
clinical_priority,crd,TRUE,FALSE,1801,563,5,1,3,7,9
clinical_priority,crd,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,chd,TRUE,FALSE,1805,567,5,1,3,7,9
clinical_priority,chd,TRUE,TRUE,194,68,5.5,1,3,7,9
clinical_priority,chd,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,ckd,TRUE,FALSE,1791,567,5,1,3,7,9
clinical_priority,ckd,TRUE,TRUE,208,68,5,2,3,7,9
clinical_priority,ckd,FALSE,FALSE,2933,890,5,1,3,7,9
clinical_priority,cld,TRUE,FALSE,1803,575,5,1,3,7,9
clinical_priority,cld,TRUE,TRUE,196,60,5,1,3,7,8
clinical_priority,cld,FALSE,FALSE,2933,890,5,1,3,7,9
